Abbreviation,Description,Neutral formula,Charged formula,Charge,Compartment,KEGG ID,PubChem ID,ChEBI ID,InChI string,SMILES
m00605[c],21-hydroxypregnenolone,C21H32O3,C21H32O3,0,c,C05485,,CHEBI:28043,,
m00406[c],"17alpha,21-dihydroxypregnenolone",C21H32O4,C21H32O4,0,c,C05487,,CHEBI:27832,,
m00295[c],11-deoxycortisol,C21H30O4,C21H30O4,0,c,C05488,,CHEBI:28324,,
m00295[m],11-deoxycortisol,C21H30O4,C21H30O4,0,m,C05488,,CHEBI:28324,,
m00295[r],11-deoxycortisol,C21H30O4,C21H30O4,0,r,C05488,,CHEBI:28324,,
m00283[c],"11beta,17alpha,21-trihydroxypregnenolone",C21H32O5,C21H32O5,0,c,C05489,,CHEBI:27783,,
m00603[c],21-deoxycortisol,C21H30O4,C21H30O4,0,c,C05497,,,,
m00285[c],11beta-hydroxyprogesterone,C21H30O3,C21H30O3,0,c,C05498,,CHEBI:28247,,
m00405[c],"17alpha,20alpha-dihydroxycholesterol",C27H46O3,C27H46O3,0,c,C05499,,CHEBI:783,,
m00592[c],20-hydroxycholesterol,C27H46O2,C27H46O2,0,c,C05500,,CHEBI:1296,,
m00592[r],20-hydroxycholesterol,C27H46O2,C27H46O2,0,r,C05500,,CHEBI:1296,,
m00579[c],"20alpha,22beta dihydroxycholesterol",C27H46O3,C27H46O3,0,c,C05501,,CHEBI:1294,,
m00579[m],"20alpha,22beta dihydroxycholesterol",C27H46O3,C27H46O3,0,m,C05501,,CHEBI:1294,,
m00606[m],22beta-hydroxycholesterol,C27H46O2,C27H46O2,0,m,C05502,,CHEBI:1301,,
m01786[c],estradiol-17beta 3-glucuronide,C24H32O8,C24H32O8,0,c,C05503,,CHEBI:36489,,
m01786[r],estradiol-17beta 3-glucuronide,C24H32O8,C24H32O8,0,r,C05503,,CHEBI:36489,,
m01786[s],estradiol-17beta 3-glucuronide,C24H32O8,C24H32O8,0,s,C05503,,CHEBI:36489,,
m00402[c],16-glucuronide-estriol,C24H32O9,C24H32O9,0,c,C05504,,,,
m00402[r],16-glucuronide-estriol,C24H32O9,C24H32O9,0,r,C05504,,,,
m00402[s],16-glucuronide-estriol,C24H32O9,C24H32O9,0,s,C05504,,,,
m01671[c],deoxyinosine,C10H12N4O4,C10H12N4O4,0,c,C05512,,CHEBI:28997,,
m01671[s],deoxyinosine,C10H12N4O4,C10H12N4O4,0,s,C05512,,CHEBI:28997,,
m00630[m],2-amino-3-oxoadipate,C6H9NO5,C6H9NO5,0,m,C05520,,,,
m00919[c],3-sulfinylpyruvic acid,C3H4O5S,C3H4O5S,0,c,C05527,,,,
m00919[m],3-sulfinylpyruvic acid,C3H4O5S,C3H4O5S,0,m,C05527,,,,
m00920[c],3-sulfopyruvate,C3H4O6S,C3H4O6S,0,c,C05528,,CHEBI:16894,,
m00920[m],3-sulfopyruvate,C3H4O6S,C3H4O6S,0,m,C05528,,CHEBI:16894,,
m02043[c],H2S2O3,H2O3S2,H2O3S2,0,c,C05529,,CHEBI:5587,,
m00213[c],[protein]-N6-methyl-L-lysine,C8H15N3O2R2,C8H15N3O2R2,0,c,C05544,,,,
m00212[c],"[protein]-N6,N6-dimethyl-L-lysine",C9H17N3O2R2,C9H17N3O2R2,0,c,C05545,,,,
m00212[n],"[protein]-N6,N6-dimethyl-L-lysine",C9H17N3O2R2,C9H17N3O2R2,0,n,C05545,,,,
m00211[c],"[protein]-N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2,C10H20N3O2R2,0,c,C05546,,,,
m00211[n],"[protein]-N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2,C10H20N3O2R2,0,n,C05546,,,,
m00211[r],"[protein]-N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2,C10H20N3O2R2,0,r,C05546,,,,
m01400[c],biocytin,C16H28N4O4S,C16H28N4O4S,0,c,C05552,,CHEBI:27870,,
m01400[n],biocytin,C16H28N4O4S,C16H28N4O4S,0,n,C05552,,CHEBI:27870,,
m01400[s],biocytin,C16H28N4O4S,C16H28N4O4S,0,s,C05552,,CHEBI:27870,,
m00730[c],"3,4-dihydroxyphenylethyleneglycol",C8H10O4,C8H10O4,0,c,C05576,,,,
m00730[s],"3,4-dihydroxyphenylethyleneglycol",C8H10O4,C8H10O4,0,s,C05576,,,,
m00726[c],"3,4-dihydroxymandelaldehyde",C8H8O4,C8H8O4,0,c,C05577,,,,
m03162[c],"5,6-dihydroxyindole",C8H7NO2,C8H7NO2,0,c,C05578,,CHEBI:27404,,
m03163[c],"indole-5,6-quinone",C8H5NO2,C8H5NO2,0,c,C05579,,CHEBI:27406,,
m00727[c],"3,4-dihydroxymandelate",C8H8O5,C8H8O5,0,c,C05580,,,,
m00818[c],3-methoxy-4-hydroxyphenylacetaldehyde,C9H10O3,C9H10O3,0,c,C05581,,CHEBI:28111,,
m02137[c],homovanillate,C9H10O4,C9H10O4,0,c,C05582,,,,
m02137[s],homovanillate,C9H10O4,C9H10O4,0,s,C05582,,,,
m00820[c],3-methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,C9H10O4,0,c,C05583,,,,
m03136[c],vanillylmandelate,C9H10O5,C9H10O5,0,c,C05584,,CHEBI:20106;CHEBI:27622,,
m01952[c],gentisate aldehyde,C7H6O3,C7H6O3,0,c,C05585,,,,
m00821[c],3-methoxytyramine,C9H13NO2,C9H13NO2,0,c,C05587,,,,
m02407[c],L-metanephrine,C10H15NO3,C10H15NO3,0,c,C05588,,,,
m02407[s],L-metanephrine,C10H15NO3,C10H15NO3,0,s,C05588,,,,
m02622[c],normetanephrine,C9H13NO3,C9H13NO3,0,c,C05589,,,,
m02146[c],hydroiodic acid,HI,HI,0,c,C05590,,CHEBI:43451,,
m00819[c],3-methoxy-4-hydroxyphenylethyleneglycol,C9H12O4,C9H12O4,0,c,C05594,,,,
m02723[c],phenylacetylglycine,C10H11NO3,C10H11NO3,0,c,C05598,,CHEBI:27480,,
m02723[s],phenylacetylglycine,C10H11NO3,C10H11NO3,0,s,C05598,,CHEBI:27480,,
m00638[c],"2-carboxy-2,3-dihydro-5,6-dihydroxyindole",C9H9NO4,C9H9NO4,0,c,C05604,,,,
m01102[c],5-hydroxyindoleacetaldehyde,C10H9NO2,C10H9NO2,0,c,C05634,,CHEBI:50157;CHEBI:2070,,
m01103[c],5-hydroxyindoleacetate,C10H9NO3,C10H9NO3,0,c,C05635,,,,
m00786[c],3-hydroxykynurenamine,C9H12N2O2,C9H12N2O2,0,c,C05636,,,,
m00949[c],"4,8-dihydroxyquinoline",C9H7NO2,C9H7NO2,0,c,C05637,,CHEBI:28883,,
m01105[c],5-hydroxykynurenamine,C9H12N2O2,C9H12N2O2,0,c,C05638,,CHEBI:28715,,
m00947[c],"4,6-dihydroxyquinoline",C9H7NO2,C9H7NO2,0,c,C05639,,CHEBI:28799,,
m01572[c],cinnavalininate,C14H8N2O6,C14H8N2O6,0,c,C05640,,,,
m01839[c],formyl-N-acetyl-5-methoxykynurenamine,C13H16N2O4,C13H16N2O4,0,c,C05642,,,,
m01161[c],6-hydroxymelatonin,C13H16N2O3,C13H16N2O3,0,c,C05643,,,,
m00924[c],"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate",C10H9NO5,C10H9NO5,0,c,C05645,,,,
m01834[c],formyl-5-hydroxykynurenamine,C10H12N2O3,C10H12N2O3,0,c,C05647,,,,
m01108[c],5-hydroxy-N-formylkynurenine,C11H12N2O5,C11H12N2O5,0,c,C05648,,,,
m01106[c],5-hydroxykynurenine,C10H12N2O4,C10H12N2O4,0,c,C05651,,,,
m01835[c],formylanthranilate,C8H7NO3,C8H7NO3,0,c,C05653,,CHEBI:36575,,
m01112[c],5-methoxyindoleacetate,C11H11NO3,C11H11NO3,0,c,C05660,,,,
m00760[c],3-amino-propanal,C3H7NO,C3H7NO,0,c,C05665,,CHEBI:58374,,
m00799[m],3-hydroxypropionyl-CoA,C24H40N7O18P3S,C24H40N7O18P3S,0,m,C05668,,CHEBI:27762,,
m01591[c],CMP-2-aminoethylphosphonate,C11H20N4O10P2,C11H20N4O10P2,0,c,C05673,,,,
m01594[c],CMP-N-trimethyl-2-aminoethylphosphonate,C14H26N4O10P2,C14H26N4O10P2,0,c,C05674,,,,
m02887[c],selenite,SeO3,SeO3,0,c,C05684,,CHEBI:18212,,
m01284[c],adenylylselenate,C10H14N5O10PSe,C10H14N5O10PSe,0,c,C05686,,,,
m02889[c],selenocysteine,C3H7NO2Se,C3H7NO2Se,0,c,C05688,,CHEBI:16633,,
m02895[c],se-methyl-L-selenocysteine,C4H9NO2Se,C4H9NO2Se,0,c,C05689,,CHEBI:9068,,
m02882[c],se-adenosylselenomethionine,C15H23N6O5Se,C15H23N6O5Se,0,c,C05691,,CHEBI:9066,,
m02882[n],se-adenosylselenomethionine,C15H23N6O5Se,C15H23N6O5Se,0,n,C05691,,CHEBI:9066,,
m02881[c],se-adenosyl-L-selenohomocysteine,C14H20N6O5Se,C14H20N6O5Se,0,c,C05692,,,,
m02881[n],se-adenosyl-L-selenohomocysteine,C14H20N6O5Se,C14H20N6O5Se,0,n,C05692,,,,
m00912[c],3-phosphoadenylylselenate,C10H15N5O13P2Se,C10H15N5O13P2Se,0,c,C05696,,,,
m02885[c],selenate,H2SeO4,H2SeO4,0,c,C05697,,CHEBI:18170,,
m02885[s],selenate,H2SeO4,H2SeO4,0,s,C05697,,CHEBI:18170,,
m02890[c],selenohomocysteine,C4H9NO2Se,C4H9NO2Se,0,c,C05698,,CHEBI:9068,,
m02888[c],selenocystathionine,C7H14N2O4Se,C7H14N2O4Se,0,c,C05699,,CHEBI:27760,,
m02469[c],methaneselenol,CH4Se,CH4Se,0,c,C05703,,,,
m02892[c],selenomethionine-se-oxide,C5H11NO3Se,C5H11NO3Se,0,c,C05708,,,,
m01926[s],gamma-glutamyl-beta-cyanoalanine,C9H13N3O5,C9H13N3O5,0,s,C05711,,,,
m01254[c],acetoacetyl-[ACP],C4H5O2SR,C4H5O2SR,0,c,C05744,,,,
m01411[c],butyryl-[ACP],C4H7OSR,C4H7OSR,0,c,C05745,,,,
m00881[c],3-oxohexanoyl-[ACP],C6H9O2SR,C6H9O2SR,0,c,C05746,,,,
m01635[c],D-3-hydroxyhexanoyl-[ACP],C6H11O2SR,C6H11O2SR,0,c,C05747,,,,
m00052[c],(2E)-hexenoyl-[ACP],C6H9OSR,C6H9OSR,0,c,C05748,,,,
m02121[c],hexanoyl-[ACP],C6H11OSR,C6H11OSR,0,c,C05749,,,,
m00891[c],3-oxooctanoyl-[ACP],C8H13O2SR,C8H13O2SR,0,c,C05750,,,,
m00058[c],(2E)-octenoyl-[ACP],C8H13OSR,C8H13OSR,0,c,C05751,,,,
m02643[c],octanoyl-[ACP],C8H15OSR,C8H15OSR,0,c,C05752,,,,
m00857[c],3-oxodecanoyl-[ACP],C10H17O2SR,C10H17O2SR,0,c,C05753,,,,
m00038[c],(2E)-decenoyl-[ACP],C10H17OSR,C10H17OSR,0,c,C05754,,,,
m01649[c],decanoyl-[ACP],C10H19OSR,C10H19OSR,0,c,C05755,,,,
m00867[c],3-oxododecanoyl-[ACP],C12H21O2SR,C12H21O2SR,0,c,C05756,,,,
m01634[c],D-3-hydroxydodecanoyl-[ACP],C12H23O2SR,C12H23O2SR,0,c,C05757,,,,
m00041[c],(2E)-dodecenoyl-[ACP],C12H21OSR,C12H21OSR,0,c,C05758,,,,
m00905[c],3-oxotetradecanoyl-[ACP],C14H25O2SR,C14H25O2SR,0,c,C05759,,,,
m00065[c],(2E)-tetradecenoyl-[ACP],C14H25OSR,C14H25OSR,0,c,C05760,,,,
m02972[c],tetradecanoyl-[ACP],C14H27OSR,C14H27OSR,0,c,C05761,,,,
m00880[c],3-oxohexadecanoyl-[ACP],C16H29O2SR,C16H29O2SR,0,c,C05762,,,,
m00050[c],(2E)-hexadecenoyl-[ACP],C16H29OSR,C16H29OSR,0,c,C05763,,,,
m02115[c],hexadecanoyl-[ACP],C16H31OSR,C16H31OSR,0,c,C05764,,,,
m03127[c],uroporphyrinogen I,C40H44N4O16,C40H44N4O16,0,c,C05766,,CHEBI:28766,,
m03125[c],uroporphyrin I,C40H38N4O16,C40H38N4O16,0,c,C05767,,CHEBI:27484,,
m01605[c],coproporphyrinogen I,C36H44N4O8,C36H44N4O8,0,c,C05768,,CHEBI:28607,,
m01603[c],coproporphyrin I,C36H38N4O8,C36H38N4O8,0,c,C05769,,CHEBI:28421,,
m01603[s],coproporphyrin I,C36H38N4O8,C36H38N4O8,0,s,C05769,,CHEBI:28421,,
m01604[c],coproporphyrin III,C36H38N4O8,C36H38N4O8,0,c,C05770,,CHEBI:27609,,
m01604[s],coproporphyrin III,C36H38N4O8,C36H38N4O8,0,s,C05770,,CHEBI:27609,,
m00186[c],[apotransferin],,,0,c,C05780,,,,
m00186[l],[apotransferin],,,0,l,C05780,,,,
m00186[s],[apotransferin],,,0,s,C05780,,,,
m01397[c],bilirubin-bisglucuronoside,C45H52N4O18,C45H52N4O18,0,c,C05787,,CHEBI:18392,,
m01397[r],bilirubin-bisglucuronoside,C45H52N4O18,C45H52N4O18,0,r,C05787,,CHEBI:18392,,
m01397[s],bilirubin-bisglucuronoside,C45H52N4O18,C45H52N4O18,0,s,C05787,,CHEBI:18392,,
m02108[c],heptylic acid,C7H14O2,C7H14O2,0,c,C05799,,CHEBI:45571;CHEBI:32362,,
m02108[s],heptylic acid,C7H14O2,C7H14O2,0,s,C05799,,CHEBI:45571;CHEBI:32362,,
m00815[c],3-mercaptolactate,C3H6O3S,C3H6O3S,0,c,C05823,,CHEBI:28580,,
m02476[c],methylimidazole-acetaldehyde,C6H8N2O,C6H8N2O,0,c,C05827,,CHEBI:28104,,
m02477[c],methylimidazoleacetic acid,C6H8N2O2,C6H8N2O2,0,c,C05828,,CHEBI:8122,,
m02477[s],methylimidazoleacetic acid,C6H8N2O2,C6H8N2O2,0,s,C05828,,CHEBI:8122,,
m01578[c],cis-2-hydroxycinnamate,C9H8O3,C9H8O3,0,c,C05838,,CHEBI:47921,,
m01581[c],cis-beta-D-glucosyl-2-hydroxycinnamate,C15H18O8,C15H18O8,0,c,C05839,,CHEBI:62223,,
m02584[c],nicotinate D-ribonucleoside,C11H14NO6,C11H14NO6,0,c,C05841,,,,
m02505[c],N1-methyl-2-pyridone-5-carboxamide,C7H8N2O2,C7H8N2O2,0,c,C05842,,,,
m02506[c],N1-methyl-4-pyridone-5-carboxamide,C7H8N2O2,C7H8N2O2,0,c,C05843,,,,
m02829[c],reduced vitamin K,C11H9O2R,C11H9O2R,0,c,C05850,,,,
m01617[c],coumarin,C9H6O2,C9H6O2,0,c,C05851,,CHEBI:28794,,
m01617[s],coumarin,C9H6O2,C9H6O2,0,s,C05851,,CHEBI:28794,,
m00654[c],2-hydroxyphenylacetate,C8H8O3,C8H8O3,0,c,C05852,,CHEBI:28478,,
m01657[c],dehydrodolichol-diphosphate,C20H36O7P2(C5H8)n,C20H36O7P2(C5H8)n,0,c,C05859,,,,
m01390[c],beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,C42H74N2O22P2(C5H8)n,C42H74N2O22P2(C5H8)n,0,c,C05860,,CHEBI:18396,,
m01323[c],alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,C48H84N2O27P2(C5H8)n,C48H84N2O27P2(C5H8)n,0,c,C05861,,CHEBI:28067,,
m01866[c],G00006,C71H122N2O42P2,C71H122N2O42P2,0,c,C05864,,CHEBI:37633,,
m01866[r],G00006,C71H122N2O42P2,C71H122N2O42P2,0,r,C05864,,CHEBI:37633,,
m01402[c],biotinyl-5-AMP,C20H28N7O9PS,C20H28N7O9PS,0,c,C05921,,CHEBI:3110,,
m01832[c],formamidopyrimidine nucleoside triphosphate,C10H18N5O15P3,C10H18N5O15P3,0,c,C05922,,,,
m01832[n],formamidopyrimidine nucleoside triphosphate,C10H18N5O15P3,C10H18N5O15P3,0,n,C05922,,,,
m00575[c],"2,5-diaminopyrimidine nucleoside triphosphate",C9H18N5O14P3,C9H18N5O14P3,0,c,C05923,,,,
m00575[n],"2,5-diaminopyrimidine nucleoside triphosphate",C9H18N5O14P3,C9H18N5O14P3,0,n,C05923,,,,
m02488[c],molybdopterin,C10H14N5O6PS2,C10H14N5O6PS2,0,c,C05924,,CHEBI:44074,,
m00267[c],10-formyl-THF-glu(5),C40H51N11O19,C40H51N11O19,0,c,C05928,,,,
m00267[l],10-formyl-THF-glu(5),C40H51N11O19,C40H51N11O19,0,l,C05928,,,,
m00267[m],10-formyl-THF-glu(5),C40H51N11O19,C40H51N11O19,0,m,C05928,,,,
m00267[s],10-formyl-THF-glu(5),C40H51N11O19,C40H51N11O19,0,s,C05928,,,,
m02497[c],N-(omega)-hydroxyarginine,C6H14N4O3,C6H14N4O3,0,c,C05933,,CHEBI:7101,,
m02514[c],N4-acetylaminobutanal,C6H11NO2,C6H11NO2,0,c,C05936,,CHEBI:7386,,
m02327[m],L-4-hydroxyglutamate semialdehyde,C5H9NO4,C5H9NO4,0,m,C05938,,CHEBI:27809,,
m02358[m],L-erythro-4-hydroxyglutamate,C5H9NO5,C5H9NO5,0,m,C05947,,,,
m00326[c],12-keto-LTB4,C20H30O4,C20H30O4,0,c,C05949,,,,
m00326[m],12-keto-LTB4,C20H30O4,C20H30O4,0,m,C05949,,,,
m00326[p],12-keto-LTB4,C20H30O4,C20H30O4,0,p,C05949,,,,
m00326[r],12-keto-LTB4,C20H30O4,C20H30O4,0,r,C05949,,,,
m02418[c],LTD4,C25H40N2O6S,C25H40N2O6S,0,c,C05951,,CHEBI:28666,,
m02418[r],LTD4,C25H40N2O6S,C25H40N2O6S,0,r,C05951,,CHEBI:28666,,
m02418[s],LTD4,C25H40N2O6S,C25H40N2O6S,0,s,C05951,,CHEBI:28666,,
m02369[c],leukotriene E4,C23H37NO5S,C23H37NO5S,0,c,C05952,,CHEBI:15650,,
m02369[n],leukotriene E4,C23H37NO5S,C23H37NO5S,0,n,C05952,,CHEBI:15650,,
m02369[p],leukotriene E4,C23H37NO5S,C23H37NO5S,0,p,C05952,,CHEBI:15650,,
m02369[s],leukotriene E4,C23H37NO5S,C23H37NO5S,0,s,C05952,,CHEBI:15650,,
m02777[c],prostaglandin A2,C20H30O4,C20H30O4,0,c,C05953,,CHEBI:27820,,
m02777[s],prostaglandin A2,C20H30O4,C20H30O4,0,s,C05953,,CHEBI:27820,,
m02779[c],prostaglandin B2,C20H30O4,C20H30O4,0,c,C05954,,CHEBI:28099,,
m02779[s],prostaglandin B2,C20H30O4,C20H30O4,0,s,C05954,,CHEBI:28099,,
m02781[c],prostaglandin C2,C20H30O4,C20H30O4,0,c,C05955,,CHEBI:27555,,
m02781[s],prostaglandin C2,C20H30O4,C20H30O4,0,s,C05955,,CHEBI:27555,,
m02792[c],prostaglandin G2,C20H32O6,C20H32O6,0,c,C05956,,CHEBI:27647,,
m02792[r],prostaglandin G2,C20H32O6,C20H32O6,0,r,C05956,,CHEBI:27647,,
m02792[s],prostaglandin G2,C20H32O6,C20H32O6,0,s,C05956,,CHEBI:27647,,
m02796[c],prostaglandin J2,C20H30O4,C20H30O4,0,c,C05957,,CHEBI:27485,,
m02796[r],prostaglandin J2,C20H30O4,C20H30O4,0,r,C05957,,CHEBI:27485,,
m01662[c],delta-12-prostaglandin J2,C20H30O4,C20H30O4,0,c,C05958,,,,
m01662[r],delta-12-prostaglandin J2,C20H30O4,C20H30O4,0,r,C05958,,,,
m01167[c],6-oxo-prostaglandin E1,C20H32O6,C20H32O6,0,c,C05962,,,,
m02995[c],thromboxane B2,C20H34O6,C20H34O6,0,c,C05963,,CHEBI:28728,,
m02995[r],thromboxane B2,C20H34O6,C20H34O6,0,r,C05963,,CHEBI:28728,,
m02995[s],thromboxane B2,C20H34O6,C20H34O6,0,s,C05963,,CHEBI:28728,,
m00293[c],11-dehydro-thromboxane B2,C20H32O6,C20H32O6,0,c,C05964,,,,
m00309[c],12(S)-HPETE,C20H32O4,C20H32O4,0,c,C05965,,CHEBI:15626,,
m00309[p],12(S)-HPETE,C20H32O4,C20H32O4,0,p,C05965,,CHEBI:15626,,
m00309[r],12(S)-HPETE,C20H32O4,C20H32O4,0,r,C05965,,CHEBI:15626,,
m00309[s],12(S)-HPETE,C20H32O4,C20H32O4,0,s,C05965,,CHEBI:15626,,
m00380[c],15(S)-HPETE,C20H32O4,C20H32O4,0,c,C05966,,CHEBI:15628,,
m00380[n],15(S)-HPETE,C20H32O4,C20H32O4,0,n,C05966,,CHEBI:15628,,
m00380[p],15(S)-HPETE,C20H32O4,C20H32O4,0,p,C05966,,CHEBI:15628,,
m00380[r],15(S)-HPETE,C20H32O4,C20H32O4,0,r,C05966,,CHEBI:15628,,
m00628[c],2-acyl-1-alkyl-sn-glycero-3-phosphate,C4H7O7PR2,C4H7O7PR2,0,c,C05977,,,,
m02734[c],"phosphatidylinositol-3,4,5-trisphosphate",C11H20O22P4R2,C11H20O22P4R2,0,c,C05981,,CHEBI:16618,,
m02734[n],"phosphatidylinositol-3,4,5-trisphosphate",C11H20O22P4R2,C11H20O22P4R2,0,n,C05981,,CHEBI:16618,,
m02775[c],propinol adenylate,C13H18N5O8P,C13H18N5O8P,0,c,C05983,,,,
m02775[m],propinol adenylate,C13H18N5O8P,C13H18N5O8P,0,m,C05983,,,,
m00648[c],2-hydroxybutyrate,C4H8O3,C4H8O3,0,c,C05984,,,,
m00648[s],2-hydroxybutyrate,C4H8O3,C4H8O3,0,s,C05984,,,,
m03168[m],3-oxopropionyl-CoA,C24H38N7O18P3S,C24H38N7O18P3S,0,m,C05989,,,,
m01257[c],acetyl adenylate,C12H16N5O8P,C12H16N5O8P,0,c,C05993,,CHEBI:37666,,
m02329[c],lactaldehyde,C3H6O2,C3H6O2,0,c,C05999,,CHEBI:18419,,
m02329[m],lactaldehyde,C3H6O2,C3H6O2,0,m,C05999,,CHEBI:18419,,
m02466[m],mesaconyl-CoA,C26H40N7O19P3S,C26H40N7O19P3S,0,m,C06028,,CHEBI:27969,,
m02386[c],limonene,C10H16,C10H16,0,c,C06078,,CHEBI:15384,,
m02386[s],limonene,C10H16,C10H16,0,s,C06078,,CHEBI:15384,,
m01925[s],gamma-glutamyl-3-aminopropiononitrile,C8H13N3O3,C8H13N3O3,0,s,C06114,,,,
m02116[c],hexadecenal,C16H30O,C16H30O,0,c,C06123,,,,
m02930[c],sphingosine-1-phosphate,C18H38NO5P,C18H38NO5P,0,c,C06124,,CHEBI:37550,,
m02930[r],sphingosine-1-phosphate,C18H38NO5P,C18H38NO5P,0,r,C06124,,CHEBI:37550,,
m02930[s],sphingosine-1-phosphate,C18H38NO5P,C18H38NO5P,0,s,C06124,,CHEBI:37550,,
m02948[l],sulfatide,C25H46NO11SR,C25H46NO11SR,0,l,C06125,,CHEBI:18318,,
m01694[c],digalactosylceramide,C31H56NO13R,C31H56NO13R,0,c,C06126,,,,
m01694[g],digalactosylceramide,C31H56NO13R,C31H56NO13R,0,g,C06126,,,,
m01694[l],digalactosylceramide,C31H56NO13R,C31H56NO13R,0,l,C06126,,,,
m01695[c],digalactosylceramidesulfate,C31H56NO16SR,C31H56NO16SR,0,c,C06127,,,,
m01695[g],digalactosylceramidesulfate,C31H56NO16SR,C31H56NO16SR,0,g,C06127,,,,
m01695[s],digalactosylceramidesulfate,C31H56NO16SR,C31H56NO16SR,0,s,C06127,,,,
m03160[l],GM4,C36H63N2O16R,C36H63N2O16R,0,l,C06128,,CHEBI:27499,,
m03091[c],type I B glycolipid,C57H99N2O32R,C57H99N2O32R,0,c,C06130,,,,
m03091[g],type I B glycolipid,C57H99N2O32R,C57H99N2O32R,0,g,C06130,,,,
m02195[c],type I H glycolipid,C51H89N2O27R,C51H89N2O27R,0,c,C06131,,CHEBI:28743,,
m03093[c],type II A antigen,C59H102N3O32R,C59H102N3O32R,0,c,C06132,,,,
m01947[c],GD3,C53H90N3O29R,C53H90N3O29R,0,c,C06133,,CHEBI:28424,,
m01947[g],GD3,C53H90N3O29R,C53H90N3O29R,0,g,C06133,,CHEBI:28424,,
m01946[c],GD2,C61H103N4O34R,C61H103N4O34R,0,c,C06134,,CHEBI:28648,,
m01946[g],GD2,C61H103N4O34R,C61H103N4O34R,0,g,C06134,,CHEBI:28648,,
m01905[c],GA2,C39H69N2O18R,C39H69N2O18R,0,c,C06135,,CHEBI:27731,,
m01905[g],GA2,C39H69N2O18R,C39H69N2O18R,0,g,C06135,,CHEBI:27731,,
m01904[c],GA1,C45H79N2O23R,C45H79N2O23R,0,c,C06136,,,,
m01904[g],GA1,C45H79N2O23R,C45H79N2O23R,0,g,C06136,,,,
m02028[c],GT1a,C78H130N5O47R,C78H130N5O47R,0,c,C06138,,CHEBI:27691,,
m02028[g],GT1a,C78H130N5O47R,C78H130N5O47R,0,g,C06138,,CHEBI:27691,,
m02028[s],GT1a,C78H130N5O47R,C78H130N5O47R,0,s,C06138,,CHEBI:27691,,
m02023[c],GQ1b,C89H147N6O55R,C89H147N6O55R,0,c,C06139,,CHEBI:27515,,
m02023[g],GQ1b,C89H147N6O55R,C89H147N6O55R,0,g,C06139,,CHEBI:27515,,
m02023[s],GQ1b,C89H147N6O55R,C89H147N6O55R,0,s,C06139,,CHEBI:27515,,
m02030[c],GT1b,C78H130N5O47R,C78H130N5O47R,0,c,C06140,,CHEBI:28058,,
m02030[g],GT1b,C78H130N5O47R,C78H130N5O47R,0,g,C06140,,CHEBI:28058,,
m01943[c],GD1b,C67H113N4O39R,C67H113N4O39R,0,c,C06141,,CHEBI:28175,,
m01943[g],GD1b,C67H113N4O39R,C67H113N4O39R,0,g,C06141,,CHEBI:28175,,
m00574[c],"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",C9H18N5O14P3,C9H18N5O14P3,0,c,C06148,,,,
m00574[n],"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",C9H18N5O14P3,C9H18N5O14P3,0,n,C06148,,,,
m02899[m],S-glutaryldihydrolipoamide,C13H23NO4S2,C13H23NO4S2,0,m,C06157,,CHEBI:28391,,
m00537[c],1-methylpyrrolinium,C5H10N,C5H10N,0,c,C06178,,CHEBI:27435,,
m01287[c],ADP-mannose,C16H25N5O15P2,C16H25N5O15P2,0,c,C06192,,CHEBI:28845,,
m01287[s],ADP-mannose,C16H25N5O15P2,C16H25N5O15P2,0,s,C06192,,CHEBI:28845,,
m01709[c],dIMP,C10H14N4O7P,C10H14N4O7P,0,c,C06196,,CHEBI:28806,,
m01360[c],apppA,C20H27N10O16P3,C20H27N10O16P3,0,c,C06197,,CHEBI:27775,,
m02138[c],hordenine,C10H15NO,C10H15NO,0,c,C06199,,CHEBI:5764,,
m00243[c],"1,2-dihydronaphthalene-1,2-diol",C10H10O2,C10H10O2,0,c,C06205,,CHEBI:28516,,
m02604[c],N-methylserotonin,C11H14N2O,C11H14N2O,0,c,C06212,,CHEBI:48294,,
m02605[c],N-methyltryptamine,C11H14N2,C11H14N2,0,c,C06213,,,,
m03166[c],sedoheptulose-1-phosphate,C7H15O10P,C7H15O10P,0,c,C06222,,CHEBI:9082,,
m02544[c],N-acetylneuraminate-9-phosphate,C11H20NO12P,C11H20NO12P,0,c,C06241,,CHEBI:27438,,
m01357[c],apoC-lys_btn,C17H27N5O4SR2,C17H27N5O4SR2,0,c,C06250,,,,
m01957[c],globin,C57H88O2,C57H88O2,0,c,C06258,,CHEBI:5386,,
m02033[c],GT3,C64H107N4O37R,C64H107N4O37R,0,c,C06299,,CHEBI:28541,,
